id,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance
90139,Male,Loyal Customer,44,Business travel,Business,2497
5817,Female,Loyal Customer,65,Personal Travel,Eco,157
87804,Male,Loyal Customer,57,Business travel,Business,1851
111440,Female,Loyal Customer,44,Business travel,Business,2181
88621,Male,Loyal Customer,67,Personal Travel,Eco,581
44846,Female,Loyal Customer,60,Personal Travel,Eco,760
101656,Male,disloyal Customer,29,Business travel,Business,2106
52713,Male,Loyal Customer,34,Personal Travel,Eco,1162
80967,Male,Loyal Customer,52,Business travel,Business,2992
121537,Female,Loyal Customer,21,Business travel,Business,1095
20024,Male,disloyal Customer,23,Business travel,Eco,528
122028,Male,Loyal Customer,62,Business travel,Business,130
98583,Female,Loyal Customer,29,Business travel,Business,992
83515,Female,Loyal Customer,69,Personal Travel,Eco,946
86104,Female,Loyal Customer,44,Business travel,Business,2812
2691,Male,Loyal Customer,38,Business travel,Business,562
14831,Male,Loyal Customer,51,Business travel,Business,917
108656,Female,Loyal Customer,55,Business travel,Eco,1747
24769,Female,Loyal Customer,57,Business travel,Eco,432
63699,Male,Loyal Customer,18,Personal Travel,Eco,853
119039,Female,Loyal Customer,56,Business travel,Business,2378
46553,Male,Loyal Customer,33,Business travel,Eco,196
119972,Female,Loyal Customer,22,Personal Travel,Eco,1009
111022,Male,disloyal Customer,21,Business travel,Eco,268
80527,Male,Loyal Customer,35,Personal Travel,Eco Plus,2381
108518,Female,Loyal Customer,58,Personal Travel,Eco,519
103490,Female,Loyal Customer,57,Personal Travel,Eco,440
4365,Male,Loyal Customer,45,Business travel,Business,1875
110215,Male,Loyal Customer,52,Personal Travel,Eco,1310
58288,Male,Loyal Customer,30,Personal Travel,Eco,413
107897,Male,Loyal Customer,41,Business travel,Business,2626
15538,Male,Loyal Customer,55,Business travel,Business,412
115821,Female,Loyal Customer,45,Business travel,Business,325
41241,Male,Loyal Customer,40,Business travel,Business,643
74131,Female,Loyal Customer,77,Business travel,Business,3405
35453,Male,Loyal Customer,43,Personal Travel,Eco,944
438,Female,Loyal Customer,63,Personal Travel,Business,282
34370,Male,Loyal Customer,37,Business travel,Eco Plus,541
43660,Male,Loyal Customer,25,Business travel,Business,700
95756,Male,Loyal Customer,64,Personal Travel,Eco,453
124411,Female,Loyal Customer,33,Business travel,Business,2406
33254,Male,Loyal Customer,57,Business travel,Eco Plus,216
117458,Female,Loyal Customer,13,Personal Travel,Eco,1107
72700,Male,Loyal Customer,35,Personal Travel,Eco,1121
113613,Male,Loyal Customer,13,Personal Travel,Eco,386
43178,Female,Loyal Customer,53,Business travel,Eco,282
66114,Male,Loyal Customer,41,Business travel,Business,2228
8512,Female,Loyal Customer,40,Business travel,Eco,862
90566,Male,disloyal Customer,10,Business travel,Eco,515
5374,Female,Loyal Customer,59,Business travel,Eco,785
94775,Female,disloyal Customer,22,Business travel,Eco,323
124200,Female,Loyal Customer,43,Business travel,Business,2176
102633,Female,Loyal Customer,45,Business travel,Business,2089
68366,Female,Loyal Customer,57,Business travel,Business,2072
86791,Male,disloyal Customer,26,Business travel,Business,484
65017,Male,Loyal Customer,36,Business travel,Eco,190
3973,Female,Loyal Customer,53,Personal Travel,Eco Plus,764
41576,Male,Loyal Customer,64,Personal Travel,Eco,1464
88376,Female,Loyal Customer,30,Business travel,Business,366
23172,Female,Loyal Customer,26,Personal Travel,Eco,300
75186,Female,Loyal Customer,58,Business travel,Business,1846
112441,Male,Loyal Customer,29,Business travel,Business,3845
79869,Female,Loyal Customer,43,Business travel,Business,2548
54026,Male,Loyal Customer,44,Personal Travel,Eco,1091
24658,Female,Loyal Customer,34,Business travel,Eco,861
86768,Male,Loyal Customer,29,Business travel,Business,1566
10738,Female,disloyal Customer,38,Business travel,Eco,224
93000,Female,Loyal Customer,39,Personal Travel,Eco Plus,738
4087,Female,disloyal Customer,27,Business travel,Business,544
66811,Female,disloyal Customer,49,Business travel,Business,731
101133,Female,disloyal Customer,48,Business travel,Business,1090
41324,Female,Loyal Customer,44,Personal Travel,Eco,802
87878,Male,disloyal Customer,33,Business travel,Business,214
12033,Female,Loyal Customer,36,Business travel,Eco,376
4923,Female,Loyal Customer,11,Personal Travel,Eco,1020
91975,Male,Loyal Customer,32,Business travel,Business,2586
37155,Male,Loyal Customer,62,Business travel,Business,789
111627,Male,Loyal Customer,42,Business travel,Business,3836
60077,Female,Loyal Customer,39,Business travel,Business,3316
128497,Male,Loyal Customer,20,Personal Travel,Eco,304
93976,Female,disloyal Customer,26,Business travel,Business,1218
85146,Female,Loyal Customer,40,Business travel,Business,2063
73540,Male,Loyal Customer,25,Personal Travel,Eco,594
35575,Male,Loyal Customer,39,Business travel,Eco Plus,1074
87065,Male,Loyal Customer,45,Business travel,Business,1937
40315,Female,Loyal Customer,12,Personal Travel,Eco,387
32003,Female,Loyal Customer,42,Personal Travel,Business,101
94351,Female,Loyal Customer,41,Business travel,Business,1657
75550,Male,disloyal Customer,26,Business travel,Business,337
108331,Female,Loyal Customer,41,Business travel,Business,1728
127063,Male,Loyal Customer,44,Business travel,Business,2027
98657,Female,Loyal Customer,54,Personal Travel,Eco,861
78810,Female,Loyal Customer,27,Personal Travel,Eco,447
111569,Male,Loyal Customer,29,Business travel,Business,775
111165,Female,Loyal Customer,59,Business travel,Business,1111
109690,Female,Loyal Customer,42,Personal Travel,Eco,802
20199,Male,Loyal Customer,49,Business travel,Eco Plus,334
49303,Male,disloyal Customer,27,Business travel,Eco,308
110222,Female,Loyal Customer,48,Business travel,Business,1011
1565,Male,Loyal Customer,60,Business travel,Business,2853
30545,Female,Loyal Customer,21,Business travel,Business,2549
30309,Male,Loyal Customer,39,Personal Travel,Eco,1476
126954,Female,Loyal Customer,43,Business travel,Business,3840
1162,Female,Loyal Customer,12,Personal Travel,Eco,113
70089,Male,Loyal Customer,23,Business travel,Business,2162
8712,Male,Loyal Customer,54,Personal Travel,Eco,181
102187,Male,Loyal Customer,37,Business travel,Business,1763
58095,Female,Loyal Customer,15,Business travel,Business,2581
31131,Male,Loyal Customer,61,Business travel,Eco,991
81149,Male,Loyal Customer,70,Personal Travel,Eco,1310
119319,Male,Loyal Customer,51,Personal Travel,Eco,214
75267,Male,Loyal Customer,41,Personal Travel,Eco,1744
66034,Male,Loyal Customer,51,Business travel,Business,3069
49162,Male,disloyal Customer,25,Business travel,Eco,373
100011,Male,disloyal Customer,49,Business travel,Business,281
19551,Male,disloyal Customer,40,Business travel,Eco,160
71168,Male,Loyal Customer,45,Business travel,Business,2926
719,Female,disloyal Customer,27,Business travel,Business,158
25894,Female,Loyal Customer,70,Personal Travel,Eco,907
4225,Female,Loyal Customer,23,Business travel,Eco Plus,488
87344,Female,Loyal Customer,46,Business travel,Business,3957
111719,Female,Loyal Customer,49,Personal Travel,Eco,495
102143,Male,Loyal Customer,46,Business travel,Business,3034
110264,Male,Loyal Customer,41,Business travel,Business,883
127194,Female,Loyal Customer,42,Business travel,Business,3919
100876,Female,Loyal Customer,28,Business travel,Business,2133
69782,Female,Loyal Customer,20,Business travel,Business,1055
103910,Male,Loyal Customer,54,Personal Travel,Business,533
41211,Female,Loyal Customer,69,Business travel,Business,1556
87398,Male,disloyal Customer,27,Business travel,Eco,425
18802,Male,Loyal Customer,47,Business travel,Eco,448
90727,Female,Loyal Customer,47,Business travel,Business,404
73458,Female,Loyal Customer,40,Personal Travel,Eco,1005
15725,Female,Loyal Customer,62,Business travel,Eco,424
111856,Male,Loyal Customer,55,Business travel,Business,628
62447,Male,Loyal Customer,57,Business travel,Business,1744
87571,Female,Loyal Customer,29,Business travel,Business,2855
16020,Male,Loyal Customer,46,Personal Travel,Eco,780
43336,Male,Loyal Customer,28,Business travel,Business,2537
66294,Male,Loyal Customer,59,Business travel,Business,852
123700,Male,Loyal Customer,35,Personal Travel,Eco,214
100400,Male,Loyal Customer,52,Business travel,Business,2430
8177,Male,Loyal Customer,49,Business travel,Eco,125
80512,Male,Loyal Customer,36,Personal Travel,Eco,1749
62953,Male,Loyal Customer,39,Business travel,Business,862
82482,Female,Loyal Customer,40,Business travel,Business,502
8107,Female,Loyal Customer,29,Business travel,Business,402
36511,Female,disloyal Customer,31,Business travel,Eco,1211
117383,Male,Loyal Customer,13,Personal Travel,Eco Plus,1294
39258,Female,Loyal Customer,52,Business travel,Business,2896
97005,Female,Loyal Customer,7,Personal Travel,Eco,883
44028,Male,Loyal Customer,29,Business travel,Business,2184
48780,Male,Loyal Customer,18,Business travel,Business,3932
88703,Female,Loyal Customer,64,Personal Travel,Eco,581
70645,Male,Loyal Customer,21,Business travel,Business,946
35569,Female,Loyal Customer,33,Business travel,Eco Plus,1028
9502,Female,Loyal Customer,20,Personal Travel,Eco,239
22123,Female,Loyal Customer,38,Personal Travel,Eco,743
17237,Female,disloyal Customer,57,Business travel,Eco,872
57256,Female,disloyal Customer,28,Business travel,Eco,804
23261,Male,Loyal Customer,38,Business travel,Eco Plus,1050
35,Male,Loyal Customer,39,Business travel,Business,1672
36335,Female,Loyal Customer,25,Personal Travel,Eco,187
104805,Female,Loyal Customer,56,Personal Travel,Eco,587
6838,Male,Loyal Customer,69,Personal Travel,Eco,223
126607,Female,Loyal Customer,41,Business travel,Business,937
112090,Female,disloyal Customer,25,Business travel,Business,1062
111652,Male,Loyal Customer,25,Business travel,Eco Plus,1558
53407,Male,Loyal Customer,22,Personal Travel,Business,2358
7903,Male,Loyal Customer,60,Business travel,Eco,1020
32051,Male,Loyal Customer,42,Business travel,Eco,101
124611,Female,disloyal Customer,34,Business travel,Business,1671
85471,Male,Loyal Customer,27,Business travel,Business,214
67937,Female,Loyal Customer,43,Personal Travel,Eco,1205
44783,Male,disloyal Customer,13,Business travel,Eco,1250
51723,Female,Loyal Customer,13,Personal Travel,Eco,425
44343,Female,Loyal Customer,39,Business travel,Eco Plus,230
94862,Male,disloyal Customer,37,Business travel,Eco,239
104054,Male,Loyal Customer,57,Personal Travel,Eco,1262
74626,Female,disloyal Customer,26,Business travel,Eco,1064
127204,Female,disloyal Customer,23,Business travel,Eco Plus,221
66422,Male,Loyal Customer,66,Personal Travel,Eco,1562
20106,Female,Loyal Customer,31,Business travel,Eco,416
47904,Male,Loyal Customer,31,Business travel,Business,1992
40100,Male,disloyal Customer,24,Business travel,Eco,422
35890,Female,Loyal Customer,59,Personal Travel,Eco,1023
41476,Male,disloyal Customer,24,Business travel,Eco,1235
27079,Female,Loyal Customer,36,Business travel,Business,2496
123720,Male,Loyal Customer,48,Business travel,Business,214
37442,Female,Loyal Customer,40,Business travel,Business,1028
104891,Female,Loyal Customer,7,Personal Travel,Eco Plus,327
8596,Female,Loyal Customer,35,Business travel,Business,109
65507,Female,Loyal Customer,26,Personal Travel,Eco Plus,1303
93775,Male,disloyal Customer,35,Business travel,Business,1865
20662,Male,Loyal Customer,48,Business travel,Eco,552
123079,Female,Loyal Customer,48,Business travel,Business,547
118264,Female,Loyal Customer,49,Business travel,Business,1972
46254,Male,Loyal Customer,14,Personal Travel,Eco,679
91212,Male,Loyal Customer,31,Personal Travel,Eco,271
8605,Male,Loyal Customer,39,Personal Travel,Eco Plus,109
117308,Male,Loyal Customer,44,Business travel,Eco Plus,221
38847,Female,disloyal Customer,39,Business travel,Eco Plus,354
16825,Male,Loyal Customer,60,Personal Travel,Eco,645
103628,Male,disloyal Customer,26,Business travel,Business,251
61152,Female,Loyal Customer,48,Business travel,Business,862
56098,Male,disloyal Customer,29,Business travel,Business,946
36056,Male,disloyal Customer,21,Business travel,Eco,399
82400,Male,disloyal Customer,25,Business travel,Business,500
6880,Male,Loyal Customer,45,Business travel,Business,1906
109866,Female,Loyal Customer,40,Business travel,Eco,1053
124336,Female,Loyal Customer,42,Business travel,Eco,1037
109297,Male,disloyal Customer,24,Business travel,Eco,1136
77902,Female,Loyal Customer,43,Business travel,Business,2113
21590,Female,disloyal Customer,27,Business travel,Eco,780
58430,Male,Loyal Customer,47,Business travel,Business,3711
40949,Female,Loyal Customer,69,Personal Travel,Eco Plus,584
115103,Female,Loyal Customer,57,Business travel,Business,3262
101403,Female,Loyal Customer,25,Personal Travel,Eco,486
19287,Female,Loyal Customer,42,Business travel,Business,299
80990,Male,Loyal Customer,53,Business travel,Business,2379
27913,Male,Loyal Customer,24,Personal Travel,Business,689
44017,Male,Loyal Customer,26,Personal Travel,Eco,397
34980,Male,Loyal Customer,58,Business travel,Business,2622
75133,Male,disloyal Customer,35,Business travel,Business,1726
52652,Female,Loyal Customer,33,Personal Travel,Eco,110
106118,Male,Loyal Customer,37,Business travel,Business,2989
74986,Female,Loyal Customer,53,Business travel,Business,2586
15988,Female,Loyal Customer,44,Business travel,Eco,780
89678,Female,Loyal Customer,64,Business travel,Business,3849
30217,Male,Loyal Customer,17,Personal Travel,Eco Plus,183
16977,Male,Loyal Customer,52,Business travel,Eco Plus,209
129612,Female,disloyal Customer,24,Business travel,Eco,447
28820,Female,Loyal Customer,42,Business travel,Business,1842
6686,Female,Loyal Customer,48,Business travel,Business,3589
124708,Female,Loyal Customer,61,Personal Travel,Eco,399
39143,Female,Loyal Customer,64,Personal Travel,Eco,119
103380,Female,Loyal Customer,46,Business travel,Business,237
90272,Female,Loyal Customer,31,Business travel,Business,3785
73278,Female,Loyal Customer,65,Personal Travel,Business,1120
58749,Female,disloyal Customer,52,Business travel,Business,864
70563,Male,Loyal Customer,61,Business travel,Eco,858
123918,Male,Loyal Customer,23,Personal Travel,Eco,603
59419,Male,Loyal Customer,62,Personal Travel,Eco,2556
116160,Male,Loyal Customer,58,Personal Travel,Eco,325
112758,Female,Loyal Customer,38,Business travel,Business,588
93543,Female,Loyal Customer,24,Business travel,Business,2872
80696,Female,Loyal Customer,29,Business travel,Business,874
102192,Male,Loyal Customer,41,Business travel,Business,1953
92288,Male,Loyal Customer,41,Business travel,Business,1814
37983,Male,Loyal Customer,65,Personal Travel,Business,1185
69437,Male,Loyal Customer,18,Personal Travel,Eco,1096
40852,Female,Loyal Customer,35,Personal Travel,Eco,584
49057,Female,Loyal Customer,41,Business travel,Eco,278
74592,Female,Loyal Customer,51,Business travel,Eco,1464
55644,Male,Loyal Customer,49,Personal Travel,Business,315
126679,Male,disloyal Customer,23,Business travel,Eco,902
60928,Male,disloyal Customer,54,Business travel,Business,888
45281,Male,Loyal Customer,39,Business travel,Business,222
85278,Female,Loyal Customer,67,Personal Travel,Eco,731
47056,Male,Loyal Customer,43,Business travel,Eco,639
46875,Female,Loyal Customer,22,Business travel,Business,1634
115968,Female,Loyal Customer,20,Personal Travel,Eco,446
41089,Female,Loyal Customer,48,Business travel,Business,1778
55653,Male,Loyal Customer,49,Business travel,Business,2492
54338,Male,Loyal Customer,27,Personal Travel,Eco,1597
40093,Male,Loyal Customer,37,Business travel,Eco,200
30371,Female,disloyal Customer,17,Business travel,Eco,862
95109,Male,Loyal Customer,68,Personal Travel,Eco,239
114232,Female,Loyal Customer,54,Business travel,Business,862
123029,Female,Loyal Customer,30,Business travel,Business,1848
108355,Male,Loyal Customer,34,Business travel,Business,1728
100579,Female,disloyal Customer,29,Business travel,Eco,486
24831,Male,disloyal Customer,28,Business travel,Eco,861
53278,Male,disloyal Customer,24,Business travel,Eco,758
123965,Female,Loyal Customer,44,Business travel,Business,184
58631,Female,Loyal Customer,25,Business travel,Business,3684
112768,Male,Loyal Customer,12,Business travel,Business,3386
67270,Female,Loyal Customer,7,Personal Travel,Eco,1119
19575,Female,Loyal Customer,63,Business travel,Eco,160
88487,Male,Loyal Customer,61,Business travel,Business,3475
80374,Female,disloyal Customer,23,Business travel,Eco,368
3399,Male,Loyal Customer,53,Business travel,Business,296
99181,Female,Loyal Customer,37,Business travel,Business,462
82023,Male,Loyal Customer,70,Personal Travel,Eco,1517
82321,Female,Loyal Customer,39,Business travel,Business,2396
87763,Female,Loyal Customer,45,Business travel,Business,214
45832,Male,Loyal Customer,50,Personal Travel,Eco,391
30931,Female,Loyal Customer,41,Business travel,Business,1819
94690,Female,disloyal Customer,40,Business travel,Business,273
54702,Female,Loyal Customer,38,Business travel,Business,387
115412,Male,Loyal Customer,67,Business travel,Eco,362
8619,Male,Loyal Customer,58,Business travel,Business,1863
42718,Male,disloyal Customer,48,Business travel,Eco,912
27376,Female,Loyal Customer,52,Business travel,Business,697
101525,Female,Loyal Customer,66,Personal Travel,Eco,345
68091,Female,Loyal Customer,34,Business travel,Business,3624
26970,Male,Loyal Customer,49,Business travel,Eco,867
55,Male,Loyal Customer,36,Business travel,Business,3655
1659,Female,Loyal Customer,38,Business travel,Business,151
89657,Female,Loyal Customer,48,Business travel,Business,1089
37943,Male,disloyal Customer,31,Business travel,Business,1065
22753,Male,Loyal Customer,62,Business travel,Eco,147
127052,Female,disloyal Customer,26,Business travel,Eco,338
89366,Female,Loyal Customer,24,Personal Travel,Eco,1587
61081,Female,Loyal Customer,16,Business travel,Eco,1506
41382,Male,Loyal Customer,50,Business travel,Eco,927
3812,Male,Loyal Customer,54,Business travel,Business,2560
79157,Female,Loyal Customer,49,Business travel,Eco,2239
82060,Male,Loyal Customer,47,Business travel,Business,1838
86445,Female,Loyal Customer,44,Business travel,Business,3217
63104,Female,disloyal Customer,15,Business travel,Eco,909
124278,Male,Loyal Customer,41,Business travel,Business,1882
41070,Male,Loyal Customer,45,Business travel,Business,140
107685,Female,Loyal Customer,55,Business travel,Business,3007
70194,Male,Loyal Customer,47,Business travel,Business,3464
77929,Female,Loyal Customer,60,Business travel,Business,3277
33285,Male,Loyal Customer,51,Personal Travel,Eco Plus,101
114847,Female,Loyal Customer,53,Business travel,Business,2501
25106,Male,Loyal Customer,19,Business travel,Business,946
62359,Male,Loyal Customer,32,Business travel,Business,1589
111398,Female,Loyal Customer,54,Personal Travel,Eco,1050
9369,Female,Loyal Customer,45,Business travel,Eco,384
59290,Male,Loyal Customer,59,Business travel,Business,2486
119694,Female,disloyal Customer,28,Business travel,Business,1325
95647,Male,Loyal Customer,39,Business travel,Business,845
68817,Male,Loyal Customer,28,Business travel,Eco Plus,926
85108,Female,disloyal Customer,24,Business travel,Business,731
25734,Female,Loyal Customer,39,Personal Travel,Eco,528
41419,Female,Loyal Customer,64,Personal Travel,Eco,563
37896,Female,Loyal Customer,59,Business travel,Eco,937
90367,Male,Loyal Customer,40,Business travel,Business,223
128325,Female,disloyal Customer,32,Business travel,Business,338
63846,Male,Loyal Customer,55,Business travel,Business,2398
35725,Female,Loyal Customer,31,Personal Travel,Eco Plus,2465
121636,Female,Loyal Customer,29,Business travel,Eco Plus,936
40823,Female,disloyal Customer,23,Business travel,Eco,558
116760,Male,Loyal Customer,38,Personal Travel,Eco Plus,480
45917,Male,Loyal Customer,33,Business travel,Business,1578
36146,Female,disloyal Customer,13,Business travel,Eco Plus,1609
19533,Male,Loyal Customer,36,Business travel,Business,108
59832,Male,disloyal Customer,23,Business travel,Eco,1023
27632,Male,Loyal Customer,38,Business travel,Eco Plus,937
95626,Female,Loyal Customer,69,Personal Travel,Eco,670
22065,Male,Loyal Customer,21,Business travel,Business,3179
40317,Male,Loyal Customer,28,Personal Travel,Eco,402
42735,Male,Loyal Customer,36,Business travel,Eco,136
98285,Female,disloyal Customer,37,Business travel,Eco,788
84412,Female,Loyal Customer,11,Personal Travel,Eco,633
104385,Female,Loyal Customer,51,Personal Travel,Eco,228
31513,Female,Loyal Customer,51,Business travel,Eco,776
80573,Female,Loyal Customer,55,Business travel,Business,1747
17326,Female,Loyal Customer,11,Personal Travel,Eco,403
110793,Female,Loyal Customer,65,Business travel,Eco,705
49347,Female,Loyal Customer,36,Business travel,Business,3119
78769,Male,disloyal Customer,27,Business travel,Eco,432
56020,Female,disloyal Customer,23,Business travel,Eco,2475
118720,Male,Loyal Customer,33,Personal Travel,Eco,338
100948,Male,Loyal Customer,52,Business travel,Eco,1142
3923,Male,Loyal Customer,44,Personal Travel,Eco,290
65454,Female,disloyal Customer,15,Business travel,Business,1303
43196,Male,Loyal Customer,27,Personal Travel,Eco,651
91622,Female,Loyal Customer,27,Business travel,Business,1199
25168,Female,Loyal Customer,36,Business travel,Eco,369
120326,Female,Loyal Customer,22,Personal Travel,Eco,268
55733,Female,Loyal Customer,53,Business travel,Business,2052
46462,Male,Loyal Customer,33,Business travel,Business,2946
49888,Female,Loyal Customer,56,Business travel,Eco,372
67837,Female,Loyal Customer,42,Business travel,Eco,1205
76875,Male,Loyal Customer,47,Business travel,Business,3188
117379,Female,Loyal Customer,51,Business travel,Business,1294
109414,Male,Loyal Customer,55,Business travel,Business,861
63835,Female,Loyal Customer,49,Business travel,Business,1172
24544,Female,Loyal Customer,34,Business travel,Business,3023
2658,Female,disloyal Customer,18,Business travel,Eco,622
123797,Female,Loyal Customer,42,Business travel,Business,603
17639,Female,Loyal Customer,59,Business travel,Business,2339
11807,Male,Loyal Customer,51,Personal Travel,Eco Plus,429
96717,Male,disloyal Customer,27,Business travel,Eco,696
47445,Male,disloyal Customer,38,Business travel,Eco,199
4744,Male,Loyal Customer,56,Personal Travel,Eco,888
2104,Female,Loyal Customer,13,Personal Travel,Eco,785
59394,Female,Loyal Customer,63,Personal Travel,Eco,2399
121070,Male,Loyal Customer,38,Business travel,Business,2616
64678,Female,Loyal Customer,80,Business travel,Business,2776
18824,Male,disloyal Customer,21,Business travel,Eco,551
123549,Female,Loyal Customer,34,Business travel,Business,1773
67082,Male,Loyal Customer,35,Business travel,Business,2113
108619,Female,Loyal Customer,21,Personal Travel,Eco,696
16163,Male,Loyal Customer,67,Business travel,Business,1604
9916,Male,Loyal Customer,51,Business travel,Business,534
2621,Male,Loyal Customer,48,Business travel,Business,2275
103660,Male,Loyal Customer,58,Business travel,Business,405
19837,Male,Loyal Customer,70,Personal Travel,Eco,528
105550,Female,Loyal Customer,69,Personal Travel,Eco,611
122182,Male,Loyal Customer,50,Business travel,Business,544
59036,Male,Loyal Customer,53,Business travel,Business,1846
76600,Male,Loyal Customer,70,Business travel,Business,481
84074,Male,Loyal Customer,26,Business travel,Eco,757
68271,Female,Loyal Customer,37,Personal Travel,Eco,631
25771,Male,Loyal Customer,28,Personal Travel,Business,762
97790,Female,Loyal Customer,69,Business travel,Eco,471
58661,Male,Loyal Customer,45,Personal Travel,Eco,867
36505,Male,Loyal Customer,56,Business travel,Eco,1121
35795,Male,Loyal Customer,21,Personal Travel,Eco,200
101694,Male,Loyal Customer,57,Personal Travel,Eco,1500
45622,Female,Loyal Customer,54,Business travel,Eco,391
104823,Female,disloyal Customer,39,Business travel,Business,426
11340,Female,Loyal Customer,64,Personal Travel,Eco,396
111736,Female,Loyal Customer,17,Business travel,Business,1154
34445,Female,Loyal Customer,57,Business travel,Business,228
123467,Male,Loyal Customer,42,Business travel,Business,2125
123828,Female,disloyal Customer,24,Business travel,Business,541
104851,Female,Loyal Customer,40,Business travel,Business,327
67588,Male,disloyal Customer,24,Business travel,Eco,1313
12243,Male,Loyal Customer,55,Business travel,Eco,190
127976,Female,Loyal Customer,60,Business travel,Business,3412
115899,Female,Loyal Customer,39,Business travel,Business,325
58996,Male,Loyal Customer,49,Business travel,Business,1846
23527,Male,Loyal Customer,53,Business travel,Eco Plus,349
62975,Male,Loyal Customer,48,Business travel,Business,862
34723,Female,Loyal Customer,35,Business travel,Business,2275
34291,Female,disloyal Customer,21,Business travel,Eco,280
41506,Female,disloyal Customer,25,Business travel,Eco,1482
52816,Male,Loyal Customer,57,Business travel,Business,902
38223,Male,Loyal Customer,27,Personal Travel,Eco Plus,1220
118842,Male,Loyal Customer,45,Business travel,Eco Plus,369
128420,Male,disloyal Customer,42,Business travel,Eco,304
84909,Male,Loyal Customer,19,Personal Travel,Eco,547
89592,Female,Loyal Customer,39,Business travel,Business,1096
34933,Female,Loyal Customer,67,Personal Travel,Eco,395
90913,Female,disloyal Customer,44,Business travel,Eco,404
119976,Male,Loyal Customer,60,Personal Travel,Eco,1009
23780,Female,disloyal Customer,45,Business travel,Eco,438
44730,Male,Loyal Customer,26,Personal Travel,Eco,67
80685,Female,Loyal Customer,45,Business travel,Business,2840
67017,Female,disloyal Customer,29,Business travel,Business,985
46106,Male,disloyal Customer,31,Business travel,Eco,1201
15232,Male,Loyal Customer,43,Business travel,Business,416
90344,Female,disloyal Customer,23,Business travel,Business,515
80435,Male,Loyal Customer,29,Personal Travel,Eco,2248
80021,Female,Loyal Customer,51,Personal Travel,Eco,1076
35970,Female,Loyal Customer,17,Personal Travel,Eco,231
19352,Female,Loyal Customer,42,Business travel,Business,692
13748,Male,Loyal Customer,48,Personal Travel,Eco,401
22694,Female,Loyal Customer,11,Business travel,Business,2203
101350,Female,Loyal Customer,51,Personal Travel,Eco,2026
46129,Male,Loyal Customer,53,Business travel,Eco,516
73830,Female,Loyal Customer,10,Personal Travel,Eco,1194
69675,Male,Loyal Customer,66,Personal Travel,Eco,569
68112,Male,Loyal Customer,22,Personal Travel,Eco,813
41153,Male,Loyal Customer,16,Personal Travel,Eco,667
37522,Female,Loyal Customer,45,Business travel,Eco,1028
123027,Female,disloyal Customer,24,Business travel,Eco,590
51546,Male,Loyal Customer,26,Business travel,Business,370
46693,Female,Loyal Customer,18,Personal Travel,Eco,125
38261,Male,Loyal Customer,39,Business travel,Business,2131
5663,Female,Loyal Customer,60,Business travel,Business,3875
68761,Female,Loyal Customer,48,Business travel,Business,926
97530,Male,Loyal Customer,36,Personal Travel,Eco,265
52107,Female,Loyal Customer,41,Personal Travel,Eco,639
26922,Female,Loyal Customer,70,Personal Travel,Eco,1660
2644,Male,Loyal Customer,23,Business travel,Business,2340
115371,Male,disloyal Customer,23,Business travel,Eco,417
83475,Female,disloyal Customer,22,Business travel,Eco,946
27268,Male,Loyal Customer,46,Business travel,Business,1050
27746,Male,Loyal Customer,23,Business travel,Eco,680
59070,Female,disloyal Customer,27,Business travel,Eco,1248
105123,Female,disloyal Customer,24,Business travel,Eco,289
19281,Female,Loyal Customer,46,Business travel,Eco Plus,430
45923,Male,Loyal Customer,53,Business travel,Business,2934
116170,Female,Loyal Customer,38,Personal Travel,Eco,371
16820,Male,disloyal Customer,21,Business travel,Eco,645
14068,Male,Loyal Customer,57,Personal Travel,Eco Plus,980
98781,Female,Loyal Customer,40,Business travel,Business,2398
90560,Male,Loyal Customer,52,Business travel,Business,3965
5332,Female,Loyal Customer,28,Business travel,Business,733
17123,Female,Loyal Customer,25,Business travel,Business,1211
114831,Male,Loyal Customer,54,Business travel,Business,371
113561,Male,Loyal Customer,65,Business travel,Eco,258
85273,Female,Loyal Customer,37,Personal Travel,Eco,813
120571,Female,Loyal Customer,27,Personal Travel,Eco,2176
93520,Female,Loyal Customer,56,Business travel,Business,1218
62403,Male,Loyal Customer,57,Personal Travel,Eco,2704
82142,Male,Loyal Customer,43,Business travel,Business,237
31418,Male,Loyal Customer,30,Business travel,Eco,1546
100715,Female,Loyal Customer,59,Business travel,Business,1594
102359,Male,Loyal Customer,50,Business travel,Business,2020
95833,Male,disloyal Customer,44,Business travel,Business,759
23907,Male,disloyal Customer,27,Business travel,Eco,589
15699,Male,Loyal Customer,61,Personal Travel,Business,419
22025,Female,disloyal Customer,24,Business travel,Eco,448
102619,Male,Loyal Customer,31,Personal Travel,Eco,1294
10548,Male,Loyal Customer,44,Business travel,Business,74
16094,Female,Loyal Customer,66,Business travel,Business,349
81742,Female,Loyal Customer,42,Business travel,Eco,1416
72082,Female,Loyal Customer,54,Business travel,Eco,2504
60278,Male,disloyal Customer,8,Business travel,Eco,2446
56350,Female,Loyal Customer,35,Business travel,Eco,200
55093,Male,disloyal Customer,27,Business travel,Eco,1635
20803,Male,Loyal Customer,31,Business travel,Business,2394
98881,Female,Loyal Customer,55,Personal Travel,Eco,991
105794,Male,Loyal Customer,21,Personal Travel,Eco,925
28776,Male,disloyal Customer,28,Business travel,Business,987
